city,area,bathroom,parking spaces,animal,furniture,rooms
1,440,3,7,not acept,not furnished,4
0,270,3,5,acept,not furnished,3
1,75,1,0,not acept,not furnished,1
1,205,3,3,acept,not furnished,4
1,380,5,5,acept,not furnished,4
1,260,2,2,acept,not furnished,4
1,147,4,3,acept,not furnished,3
1,90,1,1,acept,not furnished,2
1,40,1,0,not acept,not furnished,1
1,20,1,0,acept,furnished,1
1,80,1,0,acept,not furnished,3
1,147,3,2,acept,not furnished,3
1,750,5,8,acept,not furnished,4
1,109,2,2,acept,not furnished,4
1,200,3,2,acept,furnished,3
1,272,5,3,not acept,not furnished,4
1,96,2,2,acept,not furnished,3
0,92,2,2,acept,not furnished,3
1,36,1,1,acept,furnished,1
1,212,4,3,not acept,not furnished,4
1,23,1,0,acept,not furnished,1
1,216,3,4,not acept,not furnished,4
1,360,5,2,acept,not furnished,4
1,278,4,3,acept,not furnished,4
1,68,2,2,acept,not furnished,2
1,20,1,0,acept,furnished,1
1,350,6,6,acept,furnished,4
0,80,2,2,acept,not furnished,2
1,330,4,2,acept,not furnished,3
1,250,4,2,acept,furnished,4
1,250,2,3,acept,furnished,3
1,164,3,1,acept,furnished,3
1,66,2,0,acept,not furnished,3
1,240,2,3,acept,not furnished,3
1,50,1,1,acept,furnished,1
1,60,1,0,acept,not furnished,2
0,50,1,1,acept,not furnished,2
1,127,3,2,acept,not furnished,4
1,180,3,2,acept,not furnished,3
1,230,3,1,acept,not furnished,3
0,50,1,0,acept,not furnished,1
1,60,2,2,acept,not furnished,2
1,47,1,0,not acept,furnished,2
1,90,2,1,acept,not furnished,3
1,30,1,0,not acept,furnished,1
0,76,2,1,acept,not furnished,3
1,110,4,2,acept,furnished,2
1,450,5,6,acept,not furnished,4
1,43,1,1,acept,not furnished,2
1,60,2,2,acept,furnished,2
1,150,3,2,acept,not furnished,3
1,65,2,2,not acept,furnished,2
1,72,1,1,acept,not furnished,3
1,120,2,1,acept,not furnished,3
1,800,7,8,not acept,not furnished,4
1,82,2,1,not acept,furnished,1
0,70,1,1,acept,furnished,1
1,250,4,4,acept,not furnished,3
0,76,2,1,not acept,furnished,3
1,60,2,2,acept,furnished,2
1,197,3,2,acept,not furnished,3
0,100,2,2,acept,not furnished,3
1,40,1,1,not acept,furnished,1
1,62,2,1,acept,furnished,1
1,35,1,0,not acept,not furnished,1
1,23,1,0,acept,not furnished,1
1,323,5,6,acept,not furnished,3
1,450,2,0,acept,not furnished,3
1,560,6,5,not acept,not furnished,4
1,156,2,2,acept,not furnished,3
1,130,1,2,acept,not furnished,2
1,108,2,0,acept,not furnished,4
1,20,1,0,not acept,not furnished,1
1,165,4,3,acept,not furnished,3
0,120,1,1,not acept,not furnished,3
1,200,4,6,acept,not furnished,4
1,132,2,2,acept,furnished,3
1,154,3,2,acept,furnished,3
1,113,1,1,acept,not furnished,2
1,310,4,3,acept,not furnished,4
1,70,2,2,acept,not furnished,2
1,91,3,2,not acept,not furnished,2
1,156,4,2,acept,not furnished,3
1,48,1,1,acept,not furnished,2
0,54,2,0,acept,not furnished,1
0,256,5,4,acept,not furnished,4
1,20,1,0,not acept,furnished,1
1,72,2,1,acept,not furnished,2
1,159,3,1,not acept,furnished,2
1,220,3,2,not acept,furnished,3
1,190,4,1,acept,not furnished,3
1,25,1,0,acept,not furnished,1
1,100,1,2,not acept,not furnished,2
1,171,5,4,acept,not furnished,4
1,230,3,1,not acept,not furnished,4
0,75,2,2,acept,not furnished,3
1,68,1,1,acept,not furnished,2
1,160,1,0,acept,not furnished,2
1,100,2,2,acept,furnished,2
1,287,4,4,not acept,not furnished,4
0,55,1,1,acept,not furnished,2
1,50,1,1,not acept,furnished,2
1,39,1,1,acept,not furnished,1
1,16,1,0,not acept,not furnished,1
1,200,3,3,acept,furnished,4
1,83,3,2,acept,not furnished,2
1,22,1,1,not acept,furnished,1
0,80,2,2,not acept,not furnished,3
1,100,2,3,acept,not furnished,3
1,210,2,1,acept,furnished,3
1,33,1,0,acept,not furnished,1
1,64,2,1,acept,furnished,1
1,98,2,0,acept,not furnished,2
1,200,4,2,not acept,furnished,3
1,44,1,1,not acept,furnished,1
1,420,3,4,acept,not furnished,3
1,55,1,0,acept,furnished,1
1,40,1,0,acept,not furnished,1
1,80,1,1,acept,furnished,2
0,131,3,3,not acept,not furnished,3
1,66,1,1,not acept,not furnished,2
1,98,1,1,not acept,not furnished,1
1,77,2,1,acept,furnished,1
1,293,3,3,acept,not furnished,4
1,320,4,6,acept,furnished,4
1,10,3,2,acept,not furnished,4
1,178,2,1,acept,not furnished,3
1,90,1,2,acept,not furnished,2
1,64,2,1,acept,furnished,2
1,57,1,1,acept,furnished,2
1,240,1,2,acept,not furnished,3
1,140,4,3,acept,not furnished,4
1,59,1,1,acept,furnished,1
1,178,3,1,acept,not furnished,3
1,430,4,8,acept,not furnished,4
1,65,1,1,acept,not furnished,2
1,100,2,1,not acept,not furnished,2
1,106,3,2,acept,furnished,2
1,234,5,4,acept,furnished,3
1,417,4,2,acept,not furnished,5
1,125,2,2,acept,not furnished,3
0,64,1,1,acept,not furnished,2
1,99,2,1,acept,not furnished,3
1,30,1,1,acept,not furnished,1
1,100,2,1,not acept,not furnished,2
1,225,2,2,acept,not furnished,3
1,125,2,2,acept,furnished,3
1,180,2,5,acept,not furnished,2
1,50,1,0,not acept,not furnished,1
0,55,1,1,acept,not furnished,2
1,30,1,0,acept,furnished,1
1,220,3,4,acept,not furnished,4
1,30,1,0,acept,not furnished,1
1,195,3,3,acept,furnished,3
1,109,2,2,acept,not furnished,3
1,45,1,0,acept,not furnished,1
1,280,4,2,acept,not furnished,4
0,212,1,2,acept,not furnished,4
0,42,1,1,not acept,not furnished,1
1,100,3,1,acept,not furnished,3
1,35,1,0,acept,not furnished,1
1,300,3,1,acept,furnished,3
1,600,6,5,acept,not furnished,4
1,70,2,1,acept,not furnished,2
1,35,1,0,not acept,furnished,1
1,180,3,2,not acept,not furnished,5
1,210,3,3,acept,not furnished,3
1,96,3,2,acept,not furnished,3
1,46,1,1,not acept,furnished,1
1,68,2,2,not acept,furnished,2
1,135,3,1,not acept,furnished,2
1,235,4,4,acept,furnished,3
1,190,5,3,acept,not furnished,4
0,75,1,1,acept,not furnished,2
1,35,1,1,acept,furnished,1
1,40,1,2,acept,not furnished,1
1,245,3,1,acept,furnished,3
1,55,1,1,acept,not furnished,2
1,49,1,1,acept,not furnished,1
1,60,1,0,acept,not furnished,2
0,60,1,1,not acept,not furnished,2
1,190,4,3,acept,furnished,3
1,95,2,2,not acept,not furnished,3
1,125,1,1,acept,not furnished,2
1,250,4,4,acept,furnished,3
1,230,4,2,acept,furnished,3
1,168,3,3,acept,not furnished,3
1,132,1,2,not acept,furnished,3
1,294,6,8,acept,furnished,4
1,25,1,0,acept,not furnished,1
1,48,1,1,acept,not furnished,1
1,98,2,1,acept,not furnished,2
0,226,2,2,acept,not furnished,4
1,60,1,1,acept,not furnished,2
1,55,1,1,acept,not furnished,1
1,31,1,0,acept,not furnished,1
1,150,3,1,acept,not furnished,2
1,70,1,0,acept,not furnished,2
1,234,4,3,acept,not furnished,3
1,188,3,2,not acept,not furnished,1
1,198,5,4,acept,not furnished,4
0,57,1,1,acept,not furnished,1
1,550,2,4,not acept,not furnished,3
1,700,7,5,acept,not furnished,5
1,240,2,4,acept,not furnished,4
1,100,3,2,not acept,furnished,3
1,167,3,2,acept,not furnished,3
0,85,1,0,acept,not furnished,2
1,55,2,1,acept,furnished,1
1,56,1,1,acept,furnished,2
1,72,1,1,not acept,furnished,2
1,350,3,3,not acept,furnished,4
1,190,3,3,acept,furnished,3
1,65,1,1,acept,not furnished,2
1,290,3,3,acept,not furnished,3
0,45,1,0,acept,not furnished,1
1,185,2,2,acept,not furnished,3
0,54,1,1,not acept,not furnished,1
1,240,3,3,acept,not furnished,4
1,90,3,2,acept,not furnished,3
0,348,3,3,acept,not furnished,3
1,251,2,2,acept,not furnished,3
1,140,1,2,not acept,not furnished,3
1,220,4,8,not acept,not furnished,3
1,42,1,1,not acept,not furnished,1
0,100,2,0,not acept,not furnished,3
0,65,1,1,not acept,not furnished,2
1,70,2,1,acept,not furnished,3
1,80,2,0,acept,not furnished,2
1,292,3,3,acept,furnished,4
1,28,1,0,acept,not furnished,1
1,130,2,1,not acept,not furnished,3
1,145,2,1,acept,not furnished,3
1,58,1,0,not acept,not furnished,1
1,380,5,1,not acept,not furnished,3
1,100,2,2,acept,not furnished,2
0,62,1,1,not acept,not furnished,1
0,55,1,1,acept,not furnished,2
1,98,2,1,not acept,not furnished,2
1,159,3,1,acept,not furnished,3
1,210,5,4,acept,furnished,3
0,60,1,1,acept,not furnished,2
1,472,2,4,acept,not furnished,3
1,128,2,2,acept,not furnished,3
1,83,1,1,acept,not furnished,2
1,50,1,1,not acept,furnished,1
1,112,2,3,acept,not furnished,3
0,52,1,1,acept,furnished,3
1,40,1,1,acept,furnished,1
1,500,6,3,acept,not furnished,4
1,55,1,1,acept,not furnished,2
1,365,5,2,acept,furnished,3
1,40,2,1,not acept,furnished,1
1,25,1,1,acept,not furnished,1
0,85,2,2,acept,furnished,3
0,170,3,1,not acept,not furnished,4
1,300,5,4,not acept,not furnished,3
1,53,1,1,not acept,not furnished,2
1,387,5,6,acept,not furnished,4
1,85,2,1,acept,not furnished,3
0,45,1,1,acept,not furnished,2
1,44,1,0,not acept,not furnished,1
1,92,2,1,not acept,not furnished,2
1,45,1,1,acept,not furnished,1
1,60,1,0,acept,not furnished,2
1,150,5,2,acept,not furnished,3
1,35,1,0,not acept,not furnished,1
1,70,2,1,acept,not furnished,2
1,350,5,4,acept,not furnished,3
1,20,1,0,acept,furnished,1
1,316,6,4,acept,furnished,4
1,38,1,0,not acept,not furnished,1
1,62,2,1,acept,not furnished,3
0,258,2,1,acept,not furnished,2
0,402,5,2,not acept,not furnished,4
1,200,1,2,acept,not furnished,3
1,60,1,1,acept,not furnished,1
0,54,1,1,acept,not furnished,2
1,53,1,1,acept,furnished,2
1,50,1,0,acept,not furnished,1
0,65,1,1,acept,not furnished,2
0,81,2,2,acept,not furnished,3
1,68,2,1,acept,not furnished,2
1,158,3,2,not acept,not furnished,3
1,114,2,1,acept,not furnished,2
1,80,2,2,acept,not furnished,3
0,111,3,3,not acept,furnished,3
1,160,4,2,acept,not furnished,3
1,630,6,4,not acept,not furnished,4
1,68,1,0,not acept,not furnished,1
0,60,1,1,acept,not furnished,2
1,110,2,1,acept,not furnished,3
1,255,4,3,acept,not furnished,4
1,252,6,3,acept,not furnished,4
1,86,1,1,acept,not furnished,2
1,48,1,0,acept,not furnished,2
0,300,5,3,acept,not furnished,4
1,130,2,1,acept,not furnished,3
1,36,1,0,acept,not furnished,1
0,220,1,4,not acept,not furnished,3
1,96,2,2,acept,not furnished,2
1,280,3,5,acept,not furnished,3
1,70,1,1,acept,not furnished,1
1,102,2,1,acept,not furnished,2
1,70,1,0,acept,not furnished,2
1,35,1,0,acept,not furnished,1
1,60,2,1,acept,not furnished,2
1,500,2,1,acept,not furnished,2
1,238,5,3,not acept,not furnished,4
1,127,2,2,acept,not furnished,3
1,298,4,3,acept,not furnished,4
1,75,1,1,acept,not furnished,3
0,105,2,2,acept,not furnished,2
1,279,5,6,acept,furnished,5
1,100,2,1,not acept,not furnished,1
1,100,2,1,acept,not furnished,3
1,120,2,2,not acept,not furnished,4
1,98,2,1,acept,furnished,3
0,550,6,8,acept,not furnished,5
1,100,2,6,acept,not furnished,3
0,55,1,0,not acept,not furnished,1
1,58,2,1,acept,not furnished,2
1,180,3,1,not acept,not furnished,3
1,22,1,0,acept,not furnished,1
0,82,2,1,acept,not furnished,3
0,194,2,3,acept,not furnished,3
1,70,2,1,acept,not furnished,3
1,67,2,2,acept,furnished,2
1,100,2,2,not acept,not furnished,3
1,60,2,1,acept,not furnished,2
1,62,2,1,acept,not furnished,2
1,44,1,0,acept,furnished,1
1,66,2,1,not acept,not furnished,2
1,86,1,1,acept,not furnished,2
1,300,4,0,acept,furnished,3
0,60,1,1,acept,not furnished,2
0,65,1,1,acept,not furnished,2
1,46,1,1,acept,furnished,1
1,70,2,1,acept,not furnished,2
1,110,2,0,acept,not furnished,2
1,20,1,0,not acept,furnished,1
1,200,3,3,acept,not furnished,3
1,150,3,2,acept,not furnished,3
1,120,1,0,acept,not furnished,3
1,176,4,3,not acept,not furnished,3
0,40,1,1,not acept,not furnished,1
1,350,6,4,acept,furnished,3
1,65,2,1,acept,not furnished,2
1,35,1,1,acept,furnished,1
0,88,1,2,acept,not furnished,1
1,106,2,2,not acept,furnished,2
1,220,4,1,acept,not furnished,4
1,40,1,0,acept,not furnished,1
0,70,1,1,acept,not furnished,3
1,227,4,3,not acept,furnished,4
1,208,3,2,acept,furnished,3
1,238,3,1,acept,not furnished,4
1,161,3,3,acept,not furnished,3
1,85,2,2,acept,not furnished,3
1,192,3,1,acept,furnished,2
0,71,1,1,acept,not furnished,2
1,55,1,0,acept,not furnished,1
0,219,5,2,acept,furnished,4
1,200,2,1,acept,not furnished,2
1,50,1,0,not acept,not furnished,1
1,90,1,0,acept,not furnished,2
1,45,1,1,not acept,furnished,1
1,120,2,1,not acept,furnished,2
1,170,2,1,acept,not furnished,3
1,400,3,4,acept,not furnished,4
1,42,1,1,acept,not furnished,1
1,31,1,1,not acept,furnished,1
1,350,5,3,acept,not furnished,3
1,62,1,0,acept,furnished,1
1,83,3,2,acept,not furnished,2
1,35,1,0,not acept,not furnished,1
1,147,2,2,acept,not furnished,3
1,208,4,3,acept,not furnished,4
1,30,1,0,acept,not furnished,1
1,97,2,2,acept,not furnished,2
1,30,1,0,not acept,not furnished,1
1,104,2,2,acept,not furnished,3
1,230,3,3,acept,not furnished,4
1,20,1,0,not acept,furnished,1
1,298,4,1,acept,not furnished,4
1,127,1,2,acept,not furnished,2
0,60,2,1,acept,not furnished,3
1,54,2,1,acept,not furnished,2
0,262,4,4,acept,not furnished,3
1,19,1,0,not acept,not furnished,1
1,55,1,1,acept,furnished,2
1,120,1,1,not acept,not furnished,2
1,88,4,2,acept,not furnished,3
1,136,2,2,not acept,not furnished,3
1,130,1,1,acept,not furnished,3
0,48,1,1,not acept,not furnished,1
1,53,2,1,not acept,not furnished,3
1,320,5,5,acept,not furnished,4
0,52,1,1,not acept,furnished,1
1,20,1,0,acept,furnished,1
1,75,1,3,not acept,not furnished,2
1,90,1,0,not acept,not furnished,3
1,95,2,1,acept,not furnished,2
1,70,1,1,not acept,not furnished,1
1,25,1,0,acept,furnished,1
1,230,4,2,acept,not furnished,3
1,89,2,2,not acept,not furnished,3
1,129,2,1,acept,furnished,2
1,42,1,1,acept,furnished,1
1,255,4,3,acept,furnished,4
1,192,4,2,acept,not furnished,3
1,99,1,1,not acept,not furnished,2
1,50,1,1,acept,not furnished,2
0,48,2,0,acept,furnished,1
1,99,1,1,acept,not furnished,2
1,33,1,1,not acept,not furnished,1
1,93,2,2,not acept,furnished,3
1,49,1,1,acept,not furnished,1
1,50,1,0,not acept,furnished,1
1,100,3,1,acept,not furnished,3
1,110,1,1,not acept,not furnished,2
1,800,7,8,acept,not furnished,4
1,210,5,2,acept,furnished,4
1,80,1,0,not acept,not furnished,3
1,196,3,3,acept,not furnished,2
1,160,4,2,not acept,not furnished,1
1,250,3,6,acept,not furnished,5
1,160,4,3,acept,not furnished,4
1,189,3,2,not acept,furnished,4
1,93,1,1,acept,not furnished,2
1,500,6,6,acept,not furnished,4
0,57,1,1,not acept,not furnished,2
0,76,1,1,not acept,not furnished,3
1,240,5,5,acept,furnished,4
1,240,4,3,acept,furnished,3
1,400,5,4,acept,not furnished,3
1,68,1,1,acept,not furnished,3
1,80,2,1,acept,not furnished,2
1,205,4,2,acept,not furnished,4
1,250,3,1,acept,not furnished,3
1,120,3,2,acept,furnished,2
1,68,1,1,acept,not furnished,2
1,65,1,1,acept,not furnished,2
1,720,5,5,acept,not furnished,4
1,40,1,0,not acept,not furnished,1
1,75,1,0,acept,furnished,2
1,150,2,2,acept,not furnished,2
1,34,1,0,not acept,not furnished,1
0,135,2,2,acept,not furnished,3
1,36,1,0,not acept,not furnished,1
1,60,1,1,acept,not furnished,2
1,280,3,8,acept,not furnished,3
1,156,3,3,acept,not furnished,3
1,60,1,1,acept,not furnished,1
0,60,1,1,not acept,furnished,2
1,150,2,1,acept,not furnished,4
1,120,2,2,acept,not furnished,3
1,64,1,1,acept,not furnished,3
1,238,4,3,acept,furnished,4
1,127,2,1,not acept,not furnished,3
1,87,2,2,acept,not furnished,2
1,300,4,0,acept,furnished,4
1,60,1,0,acept,not furnished,2
1,270,3,6,acept,not furnished,6
1,142,3,2,acept,not furnished,3
1,35,1,0,acept,not furnished,1
1,55,1,0,acept,not furnished,2
1,129,4,2,acept,furnished,4
1,30,1,1,not acept,not furnished,1
1,89,2,1,acept,not furnished,2
1,98,2,2,acept,furnished,3
1,277,4,6,acept,not furnished,4
1,80,2,2,acept,not furnished,2
1,113,1,1,acept,not furnished,2
1,25,1,0,not acept,not furnished,1
1,212,4,4,acept,not furnished,3
0,53,1,1,acept,not furnished,2
1,235,4,3,acept,not furnished,3
1,100,2,2,acept,not furnished,1
0,140,3,2,acept,not furnished,4
1,51,2,1,not acept,furnished,1
0,80,1,1,not acept,not furnished,2
1,244,4,2,acept,furnished,3
1,220,4,3,acept,not furnished,4
1,97,2,2,acept,not furnished,3
1,25,1,0,acept,not furnished,1
1,100,2,1,not acept,furnished,3
1,69,1,0,acept,not furnished,2
0,143,2,3,acept,not furnished,3
1,48,1,1,acept,not furnished,1
0,380,6,3,acept,not furnished,4
1,340,4,2,acept,not furnished,5
0,165,2,0,acept,not furnished,3
1,137,3,1,acept,furnished,3
1,33,1,0,acept,not furnished,2
1,120,3,2,acept,not furnished,4
1,150,3,0,acept,not furnished,4
1,218,4,4,not acept,not furnished,4
1,160,3,3,acept,not furnished,4
1,85,1,0,acept,furnished,2
1,230,3,0,acept,furnished,3
1,40,1,0,not acept,not furnished,1
1,160,5,3,acept,furnished,4
0,92,2,3,acept,not furnished,3
1,23,1,0,not acept,not furnished,1
1,53,2,1,not acept,not furnished,2
1,260,2,3,acept,not furnished,3
1,140,1,0,acept,not furnished,3
1,236,5,7,acept,furnished,4
1,250,3,3,acept,not furnished,3
1,30,1,0,acept,not furnished,2
1,280,4,1,acept,furnished,4
1,103,1,3,acept,not furnished,3
1,60,1,0,acept,furnished,1
1,62,1,1,acept,not furnished,2
1,20,1,0,acept,furnished,1
1,278,2,1,acept,not furnished,3
1,42,1,1,acept,not furnished,2
1,260,5,5,acept,not furnished,4
1,160,3,2,acept,furnished,3
1,200,4,3,acept,furnished,4
1,52,1,1,acept,not furnished,2
1,100,2,1,acept,furnished,2
1,75,2,1,acept,not furnished,2
0,30,1,0,not acept,not furnished,1
1,70,2,1,not acept,not furnished,2
1,55,1,0,acept,not furnished,2
1,23,1,0,acept,not furnished,1
1,250,4,3,acept,not furnished,3
1,240,5,3,acept,not furnished,4
1,110,1,1,acept,not furnished,2
0,52,1,1,acept,furnished,2
1,20,1,0,not acept,furnished,1
1,40,1,0,not acept,not furnished,1
1,35,1,1,not acept,not furnished,1
1,92,1,2,acept,furnished,3
1,700,6,6,acept,not furnished,4
1,50,1,1,acept,furnished,1
1,141,3,2,acept,not furnished,3
1,60,2,1,not acept,furnished,2
1,333,4,4,acept,furnished,3
1,48,1,0,acept,not furnished,1
1,101,4,2,not acept,furnished,3
1,35,1,1,acept,not furnished,1
1,312,6,3,acept,furnished,3
1,40,1,0,not acept,furnished,1
1,45,1,1,not acept,furnished,1
1,145,3,2,acept,furnished,3
1,350,4,5,acept,not furnished,3
1,170,3,1,acept,not furnished,3
1,270,3,2,acept,furnished,3
1,70,2,0,not acept,not furnished,2
1,50,1,1,acept,furnished,2
1,33,1,1,not acept,furnished,1
0,70,1,1,acept,not furnished,3
1,240,2,3,acept,not furnished,3
1,53,1,1,acept,not furnished,1
1,50,1,1,acept,not furnished,2
1,55,1,1,not acept,not furnished,2
1,500,6,5,acept,not furnished,5
1,380,4,0,acept,furnished,2
1,48,1,1,acept,not furnished,1
1,30,1,0,acept,furnished,1
0,138,4,3,acept,not furnished,3
1,100,4,2,not acept,furnished,2
1,320,4,3,acept,not furnished,3
1,351,4,2,not acept,furnished,3
1,190,3,3,acept,not furnished,4
1,55,1,1,acept,not furnished,2
1,62,1,1,acept,not furnished,2
1,130,2,1,acept,not furnished,3
1,61,1,1,acept,not furnished,2
1,150,4,3,not acept,furnished,3
0,87,1,0,acept,not furnished,2
1,156,4,3,acept,not furnished,3
1,33,1,0,acept,not furnished,1
1,46,1,1,acept,not furnished,1
1,45,1,1,acept,not furnished,1
1,50,1,1,acept,not furnished,2
1,90,2,2,acept,furnished,2
1,280,4,3,not acept,not furnished,3
1,98,3,2,acept,furnished,2
1,65,1,2,acept,not furnished,2
1,100,2,2,acept,furnished,1
1,170,5,3,acept,furnished,3
1,60,1,1,acept,furnished,1
1,400,5,6,acept,furnished,3
1,45,1,1,not acept,furnished,1
1,85,2,2,acept,not furnished,3
1,300,3,4,acept,not furnished,3
1,70,1,1,not acept,not furnished,2
1,38,1,1,not acept,furnished,1
1,186,4,3,acept,not furnished,4
1,20,1,0,acept,furnished,1
1,210,3,2,not acept,furnished,3
1,80,2,2,not acept,furnished,3
1,22,1,0,acept,not furnished,1
1,70,2,1,acept,not furnished,3
1,162,3,1,acept,not furnished,3
1,20,1,0,acept,furnished,1
1,210,3,4,acept,not furnished,3
1,250,2,5,acept,not furnished,4
1,150,1,2,acept,not furnished,2
1,204,5,3,not acept,not furnished,4
1,93,2,1,acept,not furnished,2
1,90,1,1,acept,not furnished,3
1,70,1,1,acept,not furnished,3
1,65,2,1,acept,not furnished,2
1,45,1,1,acept,not furnished,2
1,204,6,4,acept,furnished,4
1,240,3,2,acept,not furnished,3
1,56,1,1,not acept,furnished,1
1,80,2,1,acept,not furnished,3
1,88,3,2,acept,not furnished,3
1,60,1,2,acept,furnished,1
